,total_sqft,bath,balcony,price,site_location,bhk
711,919.0,2.0,2.0,34.0,Asif Nagar,2
712,1242.0,2.0,2.0,65.0,Asif Nagar,2
713,913.0,2.0,1.0,36.0,Asif Nagar,2
714,883.0,2.0,1.0,45.0,Asif Nagar,2
715,1724.0,3.0,1.0,146.0,Asif Nagar,3
717,1444.0,2.0,2.0,71.5,Asif Nagar,3
718,1395.0,2.0,0.0,75.0,Asif Nagar,2
719,600.0,1.0,0.0,47.0,Asif Nagar,1
721,1258.0,2.0,0.0,58.0,Asif Nagar,2
723,750.0,2.0,1.0,36.5,Asif Nagar,2
724,2600.0,3.0,2.0,147.0,Asif Nagar,3
725,900.0,2.0,0.0,55.0,Asif Nagar,2
726,500.0,1.0,1.0,20.0,Asif Nagar,1
727,1089.0,2.0,1.0,49.0,Asif Nagar,2
728,1086.0,2.0,2.0,44.5,Asif Nagar,2
729,1512.0,3.0,2.0,103.0,Asif Nagar,3
730,1500.0,3.0,1.0,72.99,Asif Nagar,3
731,2000.0,2.0,0.0,180.0,Asif Nagar,3
732,1215.0,2.0,1.0,68.0,Asif Nagar,2
733,2400.0,2.0,1.0,125.0,Asif Nagar,3
734,2210.0,3.0,3.0,165.0,Asif Nagar,3
735,1800.0,3.0,2.0,93.0,Asif Nagar,3
736,3122.0,6.0,2.0,245.0,Asif Nagar,4
737,1600.0,2.0,1.0,90.0,Asif Nagar,3
739,2275.0,4.0,2.0,185.0,Asif Nagar,3
740,900.0,2.0,1.0,72.0,Asif Nagar,2
741,1398.0,2.0,1.0,97.0,Asif Nagar,2
742,3270.0,4.0,3.0,205.0,Asif Nagar,4
743,1340.0,2.0,3.0,85.0,Asif Nagar,2
744,1350.0,3.0,2.0,70.0,Asif Nagar,3
745,2650.0,4.0,0.0,175.0,Asif Nagar,3
746,500.0,1.0,1.0,33.0,Asif Nagar,1
747,984.0,2.0,1.0,45.91,Asif Nagar,2
748,1725.0,3.0,2.0,106.0,Asif Nagar,3
749,1035.0,2.0,1.0,39.0,Asif Nagar,2
753,1107.83,2.0,1.0,41.51,Asif Nagar,2
755,1220.0,2.0,2.0,62.0,Asif Nagar,2
756,1200.0,2.0,2.0,45.0,Asif Nagar,2
757,1310.0,2.0,3.0,60.0,Asif Nagar,2
758,1315.0,2.0,3.0,55.0,Asif Nagar,2
759,1450.0,2.0,2.0,73.0,Asif Nagar,3
760,1220.0,2.0,1.0,55.0,Asif Nagar,2
761,1200.0,1.0,0.0,50.0,Asif Nagar,2
762,1150.0,2.0,1.0,45.99,Asif Nagar,2
763,1165.0,2.0,1.0,52.0,Asif Nagar,2
764,1160.0,2.0,2.0,49.0,Asif Nagar,2
765,925.0,2.0,1.0,35.0,Asif Nagar,2
766,1516.0,3.0,1.0,147.0,Asif Nagar,3
767,1790.0,3.0,2.0,120.0,Asif Nagar,3
768,1112.0,2.0,1.0,58.0,Asif Nagar,2
769,1490.0,3.0,0.0,85.0,Asif Nagar,3
771,1563.05,3.0,1.0,105.0,Bachupally,3
772,3500.0,5.0,2.0,150.0,Bachupally,5
773,2135.0,3.0,2.0,215.0,Bachupally,3
774,1194.0,2.0,0.0,69.0,Bachupally,2
775,1200.0,2.0,0.0,85.0,Bachupally,1
776,1445.0,3.0,2.0,95.0,Bachupally,3
777,1050.0,2.0,1.0,71.0,Bachupally,2
778,1157.0,2.0,1.0,84.0,Bachupally,2
779,1174.0,2.0,1.0,69.0,Bachupally,2
781,1561.0,3.0,2.0,95.0,Bachupally,3
782,1945.0,3.0,2.0,97.42,Bachupally,3
783,1535.0,3.0,2.0,86.0,Bachupally,3
784,1700.0,3.0,3.0,110.0,Bachupally,3
786,1537.0,3.0,3.0,120.0,Bachupally,3
787,2000.0,3.0,1.0,100.0,Bachupally,3
788,686.0,1.0,1.0,62.5,Bachupally,1
789,1546.0,3.0,2.0,99.0,Bachupally,3
795,1655.0,3.0,2.0,115.0,Bachupally,3
800,920.0,2.0,3.0,65.0,Bachupally,2
801,685.0,1.0,1.0,40.0,Bachupally,1
806,520.0,1.0,1.0,14.04,Bachupally,1
808,1200.0,3.0,1.0,61.96,Bachupally,3
810,3860.0,3.0,2.0,402.0,Bachupally,3
811,1200.0,2.0,1.0,70.0,Bachupally,2
812,1252.0,2.0,1.0,71.0,Bachupally,3
813,1710.0,3.0,2.0,100.0,Bachupally,3
814,418.0,1.0,1.0,12.0,Bachupally,1
819,1755.0,3.0,2.0,122.0,Bachupally,3
828,2400.0,2.0,2.0,135.0,Bachupally,2
829,1100.0,3.0,1.0,110.0,Bachupally,3
830,600.0,2.0,2.0,39.0,Bachupally,2
833,1200.0,2.0,1.0,76.0,Bachupally,3
835,2830.0,5.0,3.0,190.0,Bachupally,4
836,600.0,1.0,0.0,18.0,Bachupally,1
837,1790.0,3.0,0.0,97.0,Bachupally,3
838,850.0,1.0,2.0,60.0,Bachupally,1
842,1150.0,2.0,1.0,69.44,Bachupally,2
843,1063.0,2.0,1.0,61.17,Bachupally,2
845,1600.0,5.0,2.0,140.0,Bachupally,5
846,1200.0,4.0,2.0,130.0,Bachupally,4
847,535.0,1.0,1.0,35.0,Bachupally,1
849,1105.0,2.0,1.0,80.0,Bachupally,2
850,1320.0,2.0,3.0,90.0,Bachupally,2
851,1342.0,2.0,2.0,75.0,Bachupally,3
852,900.0,1.0,1.0,52.3,Bachupally,1
853,1009.0,2.0,1.0,65.0,Bachupally,2
854,5425.0,13.0,0.0,275.0,Bachupally,13
855,2050.0,3.0,2.0,150.0,Bachupally,3
856,4201.0,4.0,3.0,435.0,Bachupally,4
857,691.0,1.0,1.0,31.1,Bachupally,1
860,1360.0,2.0,3.0,110.0,Bachupally,2
861,650.0,1.0,1.0,50.0,Bachupally,1
862,747.0,1.0,0.0,34.355,Bachupally,1
863,1720.0,3.0,2.0,106.0,Bachupally,3
868,1333.0,2.0,1.0,78.56,Bachupally,2
869,1075.0,2.0,1.0,57.0,Bachupally,3
870,1240.0,4.0,0.0,110.0,Bachupally,4
871,1245.0,3.0,3.0,66.0,Bachupally,3
876,2640.0,2.0,1.0,170.0,Bachupally,2
877,1370.0,2.0,2.0,88.0,Bachupally,2
882,1650.0,1.0,1.0,130.0,Bachupally,2
883,1810.0,3.0,2.0,112.0,Bachupally,3
885,1200.0,2.0,1.0,65.0,Bahadurpura,2
889,1460.0,3.0,1.0,73.0,Bahadurpura,3
890,1300.0,1.0,1.0,115.0,Bahadurpura,2
891,1662.0,3.0,3.0,85.1,Bahadurpura,3
893,1535.0,3.0,1.0,78.0,Bahadurpura,3
894,1730.0,3.0,1.0,96.0,Bahadurpura,3
895,1400.0,2.0,1.0,73.0,Bahadurpura,3
897,1757.0,3.0,2.0,132.0,Bahadurpura,3
898,1200.0,2.0,1.0,125.0,Bahadurpura,2
899,1200.0,4.0,1.0,83.0,Bahadurpura,4
900,3555.0,4.0,1.0,230.0,Bahadurpura,4
901,1450.0,3.0,3.0,132.0,Bahadurpura,4
903,1290.0,2.0,1.0,85.0,Bahadurpura,2
904,1800.0,3.0,3.0,90.0,Bahadurpura,3
905,1776.42,3.0,2.0,105.0,Bahadurpura,3
908,1000.0,2.0,1.0,65.0,Bahadurpura,3
909,1128.0,2.0,1.0,65.0,Bahadurpura,2
912,1418.0,2.0,2.0,103.0,Bahadurpura,2
914,1340.0,2.0,1.0,77.0,Bahadurpura,2
915,1419.0,2.0,3.0,73.0,Bahadurpura,3
916,1891.0,3.0,1.0,109.0,Bahadurpura,3
917,2592.0,4.0,2.0,250.0,Bahadurpura,4
921,1750.0,3.0,2.0,130.0,Bahadurpura,3
924,1045.0,2.0,1.0,58.0,Bahadurpura,2
928,750.0,1.0,1.0,52.5,Bahadurpura,1
929,1732.0,3.0,1.0,85.73,Bahadurpura,3
933,1910.0,3.0,3.0,119.0,Bahadurpura,3
934,500.0,2.0,1.0,24.0,Bahadurpura,1
936,1020.0,2.0,2.0,60.0,Bahadurpura,2
937,1750.0,3.0,1.0,123.0,Bahadurpura,3
940,1725.0,2.0,1.0,165.0,Bahadurpura,3
941,665.0,1.0,2.0,32.0,Bahadurpura,1
942,2400.0,4.0,3.0,250.0,Bahadurpura,4
943,1355.0,3.0,2.0,83.87,Bahadurpura,3
944,1200.0,3.0,2.0,125.0,Bahadurpura,4
947,645.0,1.0,0.0,42.5,Bahadurpura,1
948,1613.0,3.0,0.0,150.0,Bahadurpura,3
950,1280.0,2.0,1.0,100.0,Bahadurpura,3
951,1115.0,2.0,2.0,60.0,Bahadurpura,2
952,416.0,1.0,1.0,18.0,Bahadurpura,1
953,1491.0,3.0,1.0,88.0,Bahadurpura,3
954,1929.0,4.0,1.0,101.0,Bahadurpura,3
956,1770.0,3.0,2.0,90.0,Bahadurpura,3
958,2025.0,4.0,2.0,115.0,Bahadurpura,3
959,1397.0,3.0,3.0,105.0,Bahadurpura,3
960,1738.0,3.0,0.0,110.0,Bahadurpura,3
964,3400.0,4.0,2.0,275.0,Bahadurpura,4
965,702.0,1.0,1.0,52.0,Bahadurpura,1
966,1330.0,2.0,2.0,80.0,Bahadurpura,2
967,1152.0,1.0,0.0,66.0,Bahadurpura,2
968,1314.0,2.0,2.0,110.0,Bahadurpura,2
969,1100.0,2.0,1.0,75.0,Bahadurpura,3
971,1464.0,2.0,2.0,115.0,Bahadurpura,3
975,1000.0,2.0,0.0,70.0,Bahadurpura,2
978,3000.0,6.0,3.0,180.0,Bahadurpura,7
981,1350.0,2.0,3.0,85.0,Bahadurpura,3
982,1776.0,3.0,2.0,150.0,Bahadurpura,3
986,2150.0,3.0,0.0,170.0,Bahadurpura,3
989,1400.0,3.0,2.0,74.0,Bahadurpura,3
991,410.0,1.0,1.0,10.0,Bahadurpura,1
994,1335.0,2.0,0.0,72.76,Bahadurpura,2
995,1600.0,2.0,1.0,90.0,Bahadurpura,2
996,1917.0,4.0,2.0,130.0,Bahadurpura,4
997,1499.0,5.0,2.0,102.0,Bahlookhanguda,3
999,1210.0,2.0,1.0,80.9,Bahlookhanguda,2
1000,1050.0,2.0,1.0,65.0,Bahlookhanguda,2
1005,3260.0,4.0,1.0,240.0,Bahlookhanguda,4
1006,1865.0,3.0,3.0,145.0,Bahlookhanguda,3
1007,485.0,1.0,1.0,15.0,Bahlookhanguda,1
1008,980.0,2.0,2.0,69.0,Bahlookhanguda,2
1009,440.0,1.0,1.0,16.5,Bahlookhanguda,1
1011,1000.0,4.0,3.0,66.0,Bahlookhanguda,3
1013,1840.0,3.0,3.0,98.0,Bahlookhanguda,3
1014,1455.0,2.0,1.0,145.0,Bahlookhanguda,2
1015,1255.0,2.0,2.0,73.0,Bahlookhanguda,2
1019,1825.0,3.0,1.0,105.0,Bahlookhanguda,3
1022,1375.0,2.0,2.0,80.0,Bahlookhanguda,2
1027,2000.0,3.0,2.0,200.0,Bahlookhanguda,3
1028,1584.0,3.0,2.0,145.0,Bahlookhanguda,4
1029,3595.0,6.0,2.0,360.0,Bahlookhanguda,4
1031,1730.0,3.0,1.0,120.0,Bahlookhanguda,3
1032,1200.0,3.0,2.0,165.0,Bahlookhanguda,3
1034,1280.0,2.0,1.0,75.0,Bahlookhanguda,2
1037,1592.0,3.0,1.0,91.0,Bahlookhanguda,3
1041,4640.0,4.0,2.0,600.0,Bahlookhanguda,4
1043,654.0,1.0,1.0,37.0,Bahlookhanguda,1
1044,1255.0,2.0,1.0,95.0,Bahlookhanguda,3
1048,2396.0,4.0,2.0,325.0,Bahlookhanguda,4
1052,2100.0,4.0,2.0,150.0,Bahlookhanguda,4
1054,1532.5,3.0,0.0,84.29,Bahlookhanguda,3
1063,1199.0,2.0,1.0,85.0,Bahlookhanguda,2
1065,1210.0,2.0,2.0,75.0,Bahlookhanguda,2
1067,2000.0,4.0,2.0,138.0,Bahlookhanguda,3
1070,620.0,2.0,0.0,48.0,Bahlookhanguda,1
1072,1200.0,1.0,1.0,81.0,Bahlookhanguda,2
1074,520.0,2.0,0.0,29.0,Bahlookhanguda,1
1075,1872.0,3.0,2.0,152.0,Bahlookhanguda,3
1076,418.0,2.0,1.0,11.5,Bahlookhanguda,1
1078,1620.0,3.0,3.0,95.0,Bahlookhanguda,3
1079,1262.0,2.0,1.0,83.0,Bahlookhanguda,3
1080,1200.0,2.0,0.0,66.0,Bahlookhanguda,3
1085,1200.0,2.0,1.0,72.0,Bahlookhanguda,2
1086,600.0,2.0,0.0,65.0,Bahlookhanguda,2
1087,470.0,1.0,1.0,21.0,Bahlookhanguda,1
1088,1607.0,2.0,2.0,112.0,Bahlookhanguda,3
1091,630.0,1.0,1.0,46.0,Bahlookhanguda,1
1094,1200.0,2.0,1.0,70.0,Bahlookhanguda,2
1095,1491.0,3.0,2.0,85.0,Bahlookhanguda,3
1099,1880.0,4.0,2.0,110.0,Bahlookhanguda,3
1101,1200.0,2.0,1.0,66.0,Bahlookhanguda,1
1102,410.0,1.0,1.0,48.0,Bahlookhanguda,1
1103,1920.0,3.0,2.0,150.0,Bahlookhanguda,3
1107,1843.0,3.0,2.0,95.0,Bahlookhanguda,3
1108,1991.0,4.0,2.0,100.0,Bahlookhanguda,3
1109,1274.0,2.0,1.0,90.0,Bahlookhanguda,2
1110,1390.0,2.0,2.0,69.49,Bahlookhanguda,3
1111,1750.0,3.0,2.0,100.0,Bahlookhanguda,3
1112,525.0,1.0,1.0,26.0,Bahlookhanguda,1
1113,1150.0,3.0,2.0,65.0,Bahlookhanguda,3
1115,1710.0,3.0,2.0,110.0,Bahlookhanguda,3
1117,1420.0,2.0,1.0,100.0,Bakaram,3
1118,451.0,1.0,0.0,29.9,Bakaram,1
1121,1702.0,3.0,2.0,130.0,Bakaram,3
1123,1050.0,2.0,2.0,55.5,Bakaram,2
1125,1408.0,2.0,2.0,85.0,Bakaram,2
1126,1132.0,2.0,1.0,67.0,Bakaram,2
1129,2400.0,3.0,0.0,160.0,Bakaram,3
1132,955.0,2.0,3.0,53.55,Bakaram,2
1134,1240.0,2.0,1.0,84.0,Bakaram,3
1135,1752.12,3.0,2.0,116.0,Bakaram,3
1138,1626.0,2.0,2.0,120.0,Bakaram,3
1142,1200.0,2.0,0.0,66.0,Bakaram,2
1146,1583.0,3.0,1.0,74.4,Bakaram,3
1147,1750.0,3.0,3.0,150.0,Bakaram,3
1148,1890.0,3.0,2.0,162.0,Bakaram,3
1153,640.0,1.0,1.0,20.5,Bakaram,1
1154,2422.0,3.0,2.0,150.0,Bakaram,4
1155,1749.0,3.0,1.0,117.0,Bakaram,3
1156,1610.0,3.0,1.0,84.53,Bakaram,3
1157,1100.0,2.0,1.0,85.0,Bakaram,2
1158,1200.0,3.0,3.0,96.25,Bakaram,3
1159,1800.0,3.0,2.0,88.0,Bakaram,3
1161,1200.0,2.0,2.0,69.0,Bakaram,3
1163,1312.0,2.0,3.0,69.0,Bakaram,2
1166,1680.0,3.0,3.0,105.0,Bakaram,3
1167,2990.0,5.0,1.0,210.0,Bakaram,3
1169,480.0,1.0,1.0,25.0,Bakaram,1
1171,1200.0,2.0,1.0,76.0,Bakaram,2
1172,1200.0,2.0,2.0,62.5,Bakaram,2
1173,1711.0,3.0,1.0,110.0,Bakaram,3
1176,2075.0,3.0,1.0,175.0,Bakaram,3
1178,1859.0,3.0,2.0,121.0,Bakaram,3
1179,1610.0,3.0,2.0,80.48,Bakaram,3
1180,1010.0,2.0,2.0,55.0,Bakaram,2
1181,1847.0,3.0,2.0,123.0,Bakaram,3
1182,2439.0,4.0,3.0,185.0,Bakaram,4
1186,1530.0,2.0,2.0,74.4,Bakaram,3
1188,1293.0,2.0,2.0,80.0,Bakaram,3
1189,1720.0,2.0,1.0,130.0,Bakaram,3
1190,1550.0,2.0,2.0,98.0,Bakaram,3
1193,940.0,2.0,1.0,48.0,Bakaram,2
1196,1200.0,1.0,0.0,70.0,Bakaram,2
1198,1293.0,2.0,2.0,80.0,Bakaram,2
1199,1884.0,4.0,2.0,118.0,Bakaram,3
1202,1732.0,3.0,1.0,112.0,Bakaram,3
1204,1035.0,2.0,2.0,52.79,Bakaram,2
1205,1255.0,3.0,2.0,77.68,Bakaram,3
1206,900.0,3.0,1.0,75.0,Bakaram,3
1208,3453.0,4.0,2.0,247.0,Bakaram,4
1209,1588.0,2.0,3.0,90.0,Bakaram,3
1210,1460.0,2.0,1.0,90.0,Bakaram,3
1211,1309.0,2.0,1.0,82.0,Bakaram,2
1212,1329.0,2.0,1.0,107.0,Bakaram,2
1213,750.0,1.0,2.0,47.0,Bakaram,1
1215,1169.0,2.0,2.0,64.08,Bakaram,2
1216,1610.0,2.0,3.0,119.0,Bakaram,3
1217,663.0,1.0,0.0,32.82,Bakaram,1
1218,1820.0,3.0,2.0,95.5,Bakaram,3
1219,1231.0,2.0,1.0,84.5,Bakaram,2
1220,1738.0,3.0,2.0,110.0,Bakaram,3
1223,540.0,1.0,1.0,22.5,Bakaram,1
1227,450.0,1.0,1.0,11.0,Bakhtawarguda,1
1229,500.0,1.0,1.0,18.5,Bakhtawarguda,1
1230,5000.0,9.0,3.0,360.0,Bakhtawarguda,11
1232,1500.0,3.0,1.0,150.0,Bakhtawarguda,3
1233,600.0,1.0,1.0,60.0,Bakhtawarguda,1
1235,1800.0,4.0,3.0,187.0,Bakhtawarguda,5
1236,1250.0,2.0,1.0,68.75,Bakhtawarguda,3
1237,1192.0,2.0,2.0,75.0,Bakhtawarguda,2
1238,5000.0,4.0,3.0,400.0,Bakhtawarguda,4
1239,1070.0,2.0,1.0,56.1,Bakhtawarguda,2
1243,1200.0,2.0,0.0,70.0,Bakhtawarguda,2
1246,1109.0,2.0,1.0,60.0,Bakhtawarguda,2
1248,600.0,2.0,1.0,36.5,Bakhtawarguda,2
1249,2357.0,3.0,2.0,151.0,Bakhtawarguda,3
1250,1229.0,3.0,1.0,86.03,Bakhtawarguda,3
1252,1100.0,2.0,1.0,70.0,Bakhtawarguda,2
1253,1690.0,3.0,2.0,100.0,Bakhtawarguda,3
1254,1332.0,2.0,1.0,79.0,Bakhtawarguda,2
1255,1332.0,2.0,1.0,86.12,Bakhtawarguda,3
1260,2113.0,3.0,2.0,155.0,Bakhtawarguda,3
1264,975.0,2.0,1.0,63.0,Bakhtawarguda,2
1266,435.0,1.0,1.0,19.5,Bakhtawarguda,1
1274,1330.0,2.0,1.0,107.0,Bakhtawarguda,2
1275,540.0,1.0,1.0,22.5,Bakhtawarguda,1
1276,1194.0,2.0,1.0,65.0,Bakhtawarguda,2
1278,1056.0,2.0,2.0,68.0,Bakhtawarguda,2
1279,1864.0,3.0,1.0,140.0,Bakhtawarguda,3
1280,914.0,2.0,2.0,55.0,Bakhtawarguda,2
1282,1310.0,3.0,3.0,95.0,Bakhtawarguda,4
1283,1200.0,2.0,2.0,80.0,Bakhtawarguda,2
1284,1698.0,3.0,2.0,107.0,Bakhtawarguda,3
1287,1150.0,2.0,1.0,62.0,Bakhtawarguda,3
1289,2470.0,4.0,2.0,203.0,Bakhtawarguda,4
1290,5000.0,4.0,3.0,425.0,Bakhtawarguda,4
1291,1128.0,2.0,1.0,64.0,Bakhtawarguda,2
1293,1600.0,3.0,3.0,90.0,Bakhtawarguda,3
1294,693.0,1.0,0.0,27.375,Bakhtawarguda,1
1296,1504.0,2.0,2.0,83.0,Bakhtawarguda,3
1298,1499.0,3.0,2.0,89.0,Bakhtawarguda,3
1299,1740.0,3.0,0.0,120.0,Bakhtawarguda,3
1302,1145.0,2.0,1.0,63.0,Bakhtawarguda,2
1303,1935.0,4.0,2.0,122.0,Bakhtawarguda,3
1304,1900.0,2.0,1.0,120.0,Bakhtawarguda,3
1307,1856.0,3.0,3.0,106.0,Bakhtawarguda,3
1309,1745.0,3.0,3.0,98.0,Bakhtawarguda,3
1310,1100.0,2.0,1.0,68.0,Bakhtawarguda,2
1313,1718.0,3.0,2.0,130.0,Bakhtawarguda,3
1314,1930.0,4.0,2.0,122.0,Bakhtawarguda,3
1315,1205.0,2.0,1.0,73.87,Bakhtawarguda,2
1316,2826.0,3.0,1.0,148.0,Bakhtawarguda,3
1320,1852.0,4.0,2.0,122.0,Bakhtawarguda,3
1321,1232.0,2.0,1.0,69.61,Bakhtawarguda,2
1323,1527.0,3.0,2.0,115.0,Bakhtawarguda,3
1324,1080.0,2.0,1.0,60.0,Bakhtawarguda,3
1326,1200.0,3.0,1.0,68.0,Bakhtawarguda,3
1330,800.0,1.0,0.0,45.0,Bakhtawarguda,2
1331,720.0,1.0,1.0,33.0,Bakhtawarguda,1
1332,2400.0,3.0,3.0,140.0,Bakhtawarguda,4
1333,654.0,1.0,1.0,49.0,Bakhtawarguda,1
1334,925.0,2.0,1.0,68.0,Bakhtawarguda,2
1336,2086.0,3.0,2.0,160.0,Bakhtawarguda,3
1337,1508.0,3.0,1.0,77.0,Bakhtawarguda,3
1338,1459.0,2.0,1.0,94.82,Balanagar,2
1339,1000.0,2.0,1.0,60.0,Balanagar,2
1340,1060.0,2.0,2.0,60.0,Balanagar,2
1341,1173.0,2.0,1.0,58.0,Balanagar,2
1342,1150.0,2.0,3.0,69.0,Balanagar,2
1343,1000.0,2.0,1.0,25.0,Balanagar,2
1344,711.0,1.0,1.0,36.0,Balanagar,1
1345,1025.0,2.0,2.0,27.68,Balanagar,2
1346,3800.0,4.0,3.0,239.0,Balanagar,4
1348,1008.0,2.0,3.0,45.0,Balanagar,2
1350,1020.0,2.0,2.0,35.0,Balanagar,2
1351,865.0,2.0,0.0,42.0,Balanagar,2
1352,1135.0,2.0,2.0,68.0,Balanagar,2
1353,1495.0,2.0,2.0,90.0,Balanagar,2
1354,1650.0,3.0,3.0,175.0,Balanagar,3
1356,1050.0,2.0,2.0,50.0,Balanagar,2
1357,1424.0,2.0,2.0,90.0,Balanagar,2
1358,1375.0,2.0,3.0,85.0,Balanagar,3
1359,1470.0,2.0,2.0,110.0,Balanagar,3
1361,1160.0,2.0,2.0,40.59,Balanagar,2
1363,1115.0,2.0,2.0,33.45,Balanagar,2
1365,1243.0,2.0,2.0,46.0,Balanagar,2
1366,1225.0,2.0,2.0,47.0,Balanagar,2
1367,1862.0,3.0,2.0,119.0,Balanagar,3
1368,1200.0,2.0,2.0,62.0,Balanagar,2
1369,1420.0,2.0,1.0,99.39,Balanagar,2
1370,1300.0,2.0,2.0,61.0,Balanagar,2
1372,925.0,2.0,3.0,42.0,Balanagar,2
1373,1397.0,3.0,3.0,108.0,Balanagar,3
1374,1420.0,2.0,2.0,107.0,Balanagar,2
1376,2000.0,3.0,2.0,160.0,Balanagar,3
1377,1056.0,2.0,2.0,33.0,Balanagar,2
1378,965.0,2.0,2.0,48.0,Balanagar,2
1379,1382.0,2.0,2.0,76.18,Balanagar,3
1380,1185.0,2.0,3.0,70.0,Balanagar,2
1382,1081.0,2.0,1.0,30.27,Balanagar,2
1383,1030.0,2.0,2.0,50.0,Balanagar,2
1384,1339.0,2.0,2.0,62.0,Balanagar,2
1385,1139.0,2.0,2.0,60.0,Balanagar,2
1386,1200.0,4.0,1.0,110.0,Balanagar,4
1387,1161.0,2.0,1.0,55.15,Balanagar,2
1388,1290.0,2.0,1.0,120.0,Balanagar,2
1391,905.0,2.0,1.0,40.0,Balanagar,2
1392,1210.0,2.0,1.0,54.0,Balanagar,2
1393,1070.0,2.0,1.0,52.0,Balanagar,2
1394,1670.0,3.0,2.0,160.0,Balanagar,3
1395,1148.0,2.0,1.0,43.5,Balanagar,2
1396,1500.0,2.0,1.0,78.0,Balanagar,3
1397,1187.0,2.0,1.0,59.0,Balanagar,2
1398,1198.0,2.0,2.0,60.0,Balanagar,2
1399,1030.0,2.0,1.0,49.35,Balanagar,2
1401,1320.0,2.0,2.0,115.0,Balanagar,2
1404,1219.0,2.0,1.0,61.26,Balanagar,2
1405,1740.0,4.0,3.0,130.0,Balanagar,3
1406,1040.0,2.0,2.0,45.0,Balanagar,2
1408,1130.0,2.0,2.0,36.0,Balanagar,2
1409,3408.0,3.0,3.0,260.0,Balanagar,3
1410,1020.0,2.0,3.0,47.0,Balanagar,2
1411,6000.0,1.0,1.0,276.0,Balanagar,1
1416,808.0,2.0,1.0,40.0,Balanagar,2
1417,1690.0,3.0,2.0,85.0,Balanagar,3
1418,1205.0,2.0,2.0,64.47,Balanagar,2
1419,1180.0,2.0,2.0,70.0,Balanagar,2
1420,1035.0,2.0,1.0,60.0,Balanagar,2
1421,1047.0,2.0,1.0,72.0,Balanagar,2
1422,753.0,3.0,3.0,59.5,Balanagar,2
1423,1216.0,2.0,1.0,80.0,Balanagar,2
1424,1050.0,2.0,2.0,60.0,Balanagar,2
1425,1200.0,2.0,2.0,40.0,Balanagar,2
1427,3895.0,3.0,2.0,390.0,Balanagar,3
1428,1800.0,3.0,2.0,125.0,Balanagar,3
1429,1200.0,2.0,1.0,75.0,Balanagar,2
1430,1065.0,2.0,1.0,30.75,Balanagar,2
1431,1394.0,2.0,2.0,85.0,Balanagar,2
1433,674.0,1.0,1.0,36.85,Balanagar,1
1434,675.0,1.0,1.0,27.0,Balanagar,1
1435,1820.0,3.0,2.0,113.0,Balanagar,3
1436,1540.0,3.0,2.0,150.0,Balanagar,3
1437,1050.0,2.0,2.0,33.1,Balanagar,2
1438,1157.0,2.0,1.0,75.0,Balanagar,3
1439,1140.0,2.0,1.0,32.92,Balanagar,2
1440,1065.0,2.0,2.0,45.0,Balanagar,2
1441,1100.0,2.0,1.0,63.0,Balanagar,2
1442,1000.0,2.0,2.0,60.0,Balanagar,2
1443,8840.0,2.0,3.0,300.0,Balanagar,2
1444,1050.0,2.0,0.0,59.0,Balanagar,2
1445,1252.0,2.0,1.0,65.0,Balanagar,3
1446,1025.0,2.0,1.0,39.98,Balanagar,2
1447,1625.0,3.0,2.0,95.0,Balanagar,3
1448,2000.0,3.0,3.0,200.0,Balanagar,3
1449,605.0,1.0,1.0,30.24,Balanagar,1
1450,1160.0,2.0,3.0,53.0,Balanagar,2
1451,1224.0,2.0,2.0,75.0,Balanagar,2
1452,1175.0,2.0,2.0,75.0,Balanagar,2
1453,1200.0,2.0,3.0,50.0,Balanagar,2
1454,845.0,2.0,0.0,34.0,Balanagar,2
1456,1282.0,2.0,2.0,68.52,Balapur,3
1457,750.0,2.0,1.0,38.0,Balapur,2
1458,883.0,2.0,1.0,45.0,Balapur,2
1459,1222.0,2.0,1.0,63.0,Balapur,2
1460,1200.0,2.0,0.0,66.0,Balapur,3
1461,1600.0,3.0,3.0,90.0,Balapur,3
1462,710.0,1.0,1.0,27.0,Balapur,1
1463,957.0,2.0,1.0,56.0,Balapur,2
1465,1128.0,2.0,1.0,65.65,Balapur,2
1466,1427.0,2.0,1.0,80.63,Balapur,3
1468,1128.0,2.0,2.0,75.0,Balapur,2
1472,1560.0,3.0,2.0,85.0,Balapur,3
1473,3400.0,3.0,1.0,210.0,Balapur,4
1477,1125.0,2.0,1.0,75.0,Balapur,2
1483,1140.0,2.0,2.0,65.0,Balapur,2
1484,1400.0,2.0,3.0,78.0,Balapur,2
1485,4500.0,5.0,2.0,300.0,Balapur,4
1488,624.0,1.0,1.0,35.0,Balapur,1
1489,1608.0,2.0,2.0,85.0,Balapur,2
1490,1255.0,3.0,2.0,77.68,Balapur,3
1491,1200.0,3.0,1.0,67.77,Balapur,3
1492,1300.0,2.0,1.0,63.0,Balapur,3
1496,1200.0,2.0,1.0,67.0,Balapur,2
1497,1793.0,3.0,2.0,98.0,Balapur,3
1498,1200.0,3.0,1.0,67.0,Balapur,3
1499,1180.0,2.0,3.0,58.0,Balapur,2
1502,1100.0,1.0,2.0,55.0,Balapur,2
1508,1163.0,2.0,1.0,65.0,Balapur,2
1510,1331.0,2.0,1.0,88.0,Balapur,2
1512,1200.0,3.0,2.0,70.0,Balapur,3
1513,2130.0,4.0,0.0,120.0,Balapur,4
1514,1495.0,2.0,2.0,83.0,Balapur,2
